ISO,Sex,Year,Number of Smokers All Ages,Number of Smokers All Ages Lower Bound,Number of Smokers All Ages Upper Bound
TJK,Female,1985,48217,34445,66878
TJK,Female,1986,50862,36836,70302
TJK,Female,1987,53558,38728,74270
TJK,Female,1988,56419,39841,78560
TJK,Female,1989,58852,41344,81239
TJK,Female,1990,60708,42609,84686
TJK,Female,1991,61519,43349,84964
TJK,Female,1992,60189,42790,83893
TJK,Female,1993,58167,41442,80579
TJK,Female,1994,55570,39528,78123
TJK,Female,1995,52930,37271,75017
TJK,Female,1996,50440,35727,71774
TJK,Female,1997,47942,33800,66952
TJK,Female,1998,46424,32721,65514
TJK,Female,1999,45740,31811,65003
TJK,Female,2000,45764,32082,65822
TJK,Female,2001,46357,32410,66094
TJK,Female,2002,47424,33336,67294
TJK,Female,2003,48883,33978,68455
TJK,Female,2004,50557,34890,72534
TJK,Female,2005,52356,36414,73362
TJK,Female,2006,54150,37449,76018
TJK,Female,2007,56037,39043,79085
TJK,Female,2008,57970,40011,82763
TJK,Female,2009,59954,41361,86153
TJK,Female,2010,61867,42652,88326
TJK,Female,2011,63780,43937,90829
TJK,Female,2012,65669,45057,93617
TJK,Both,1980,401553,348902,458024
TJK,Both,1981,424637,369795,480590
TJK,Both,1982,449854,393567,506608
TJK,Both,1983,477269,417198,537635
TJK,Both,1984,506188,443077,570721
TJK,Both,1985,536088,468137,603948
TJK,Both,1986,567523,497851,636396
TJK,Both,1987,598588,523076,665913
TJK,Both,1988,631413,553276,704849
TJK,Both,1989,661100,581210,737173
TJK,Both,1990,686013,606736,767448
TJK,Both,1991,701303,617528,784590
TJK,Both,1992,694711,606713,779664
TJK,Both,1993,679693,590739,765427
TJK,Both,1994,656379,570777,746862
TJK,Both,1995,630611,544508,725286
TJK,Both,1996,604628,522685,697006
TJK,Both,1997,587493,507174,676109
TJK,Both,1998,575137,496364,662047
TJK,Both,1999,568889,485797,652653
TJK,Both,2000,569906,486462,657468
TJK,Both,2001,577885,497685,666103
TJK,Both,2002,591613,507644,684058
TJK,Both,2003,609559,525293,704370
TJK,Both,2004,629792,542649,727934
TJK,Both,2005,651289,557294,756763
TJK,Both,2006,672305,572664,781852
TJK,Both,2007,694724,589724,810212
TJK,Both,2008,717743,611702,836589
TJK,Both,2009,740692,631594,866161
TJK,Both,2010,763064,648754,886747
TJK,Both,2011,784496,667421,915901
TJK,Both,2012,805645,682595,940380
TKM,Male,1980,311468,266263,357573
TKM,Male,1981,320869,273449,368608
TKM,Male,1982,330298,279740,377988
TKM,Male,1983,339552,287724,389870
TKM,Male,1984,348765,292201,401645
TKM,Male,1985,357940,301979,412570
TKM,Male,1986,366555,311070,424030
TKM,Male,1987,375166,321082,433795
TKM,Male,1988,383623,327974,446549
TKM,Male,1989,393203,336459,458342
TKM,Male,1990,402932,344386,469919
TKM,Male,1991,414934,354243,483202
TKM,Male,1992,430699,365320,503744
TKM,Male,1993,446998,382956,522741
TKM,Male,1994,467181,400986,546786
TKM,Male,1995,489519,420325,567181
TKM,Male,1996,510754,438223,588432
TKM,Male,1997,537670,466806,615964
TKM,Male,1998,562711,491711,642732
TKM,Male,1999,582648,507387,665759
TKM,Male,2000,597845,521754,682222
TKM,Male,2001,608924,531104,693430
TKM,Male,2002,617647,539106,701737
TKM,Male,2003,624423,545077,706815
TKM,Male,2004,629482,548773,709787
TKM,Male,2005,632134,549142,714279
TKM,Male,2006,634838,549671,718861
TKM,Male,2007,637605,553091,725685
TKM,Male,2008,640073,549274,731276
TKM,Male,2009,644439,552242,733489
TKM,Male,2010,649203,553271,744815
TKM,Male,2011,654482,559496,752296
TKM,Male,2012,661118,565380,763833
TKM,Female,1980,31055,21790,42916
TKM,Female,1981,32022,22490,44572
TKM,Female,1982,32982,23038,45837
TKM,Female,1983,33911,23887,47330
TKM,Female,1984,34790,24553,48006
TKM,Female,1985,35628,25257,49587
TKM,Female,1986,36377,25500,51015
TKM,Female,1987,37105,25962,51750
TKM,Female,1988,37776,26496,52783
TKM,Female,1989,38497,27080,53636
TKM,Female,1990,39193,27806,55147
TKM,Female,1991,40069,28384,56682
TKM,Female,1992,41300,28940,58106
TKM,Female,1993,42571,29617,59227
TKM,Female,1994,44161,30792,60596
TKM,Female,1995,45952,31912,62980
TKM,Female,1996,47591,33161,65301
TKM,Female,1997,48789,34045,68357
TKM,Female,1998,50234,35776,70664
TKM,Female,1999,51524,36692,70966
TKM,Female,2000,52604,37616,71876
TKM,Female,2001,53458,38172,73071
TKM,Female,2002,54093,38563,73909
TKM,Female,2003,54643,38887,75058
TKM,Female,2004,55165,38378,76058
TKM,Female,2005,55544,38228,76638
TKM,Female,2006,55926,38896,77300
TKM,Female,2007,56365,39078,78232
TKM,Female,2008,56812,39815,79016
TKM,Female,2009,57410,40473,79124
TKM,Female,2010,57945,41189,79912
TKM,Female,2011,58444,42151,80402
TKM,Female,2012,59041,42468,82035
TKM,Both,1980,342522,296220,391635
TKM,Both,1981,352891,305797,401304
TKM,Both,1982,363280,313027,414202
TKM,Both,1983,373463,322255,425683
TKM,Both,1984,383555,327605,437892
TKM,Both,1985,393568,336358,449244
TKM,Both,1986,402932,344437,462094
TKM,Both,1987,412271,355302,472464
TKM,Both,1988,421399,363312,486032
TKM,Both,1989,431700,371597,497768
TKM,Both,1990,442124,381110,509597
TKM,Both,1991,455003,392848,523726
TKM,Both,1992,471999,408230,543351
TKM,Both,1993,489569,423363,563194
TKM,Both,1994,511343,443331,589047
TKM,Both,1995,535471,465090,614836
TKM,Both,1996,558345,485256,637715
TKM,Both,1997,586459,511121,667500
TKM,Both,1998,612944,536835,693693
TKM,Both,1999,634172,556102,717368
TKM,Both,2000,650449,570294,734368
TKM,Both,2001,662382,581841,745683
TKM,Both,2002,671740,592377,758050
TKM,Both,2003,679065,594511,764005
TKM,Both,2004,684648,599954,765298
TKM,Both,2005,687678,602382,772485
TKM,Both,2006,690763,602190,773863
TKM,Both,2007,693970,604420,786007
TKM,Both,2008,696885,603758,788626
TKM,Both,2009,701849,609610,794605
TKM,Both,2010,707148,613514,803883
TKM,Both,2011,712926,618390,815733
TKM,Both,2012,720159,625418,826465
TLS,Male,1980,102151,92127,112636
TLS,Male,1981,102664,92479,113580
TLS,Male,1982,104979,94693,116379
TLS,Male,1983,108577,97836,119879
TLS,Male,1984,112667,101531,123641
TLS,Male,1985,116624,105303,127870
TLS,Male,1986,120166,108794,131204
TLS,Male,1987,123474,111705,135069
TLS,Male,1988,126828,114799,139446
TLS,Male,1989,130687,118407,143707
TLS,Male,1990,135258,122737,148927
TLS,Male,1991,140945,128000,154832
TLS,Male,1992,147365,134201,160769
TLS,Male,1993,153232,139812,166358
TLS,Male,1994,156680,142922,169441
TLS,Male,1995,156683,142330,169183
TLS,Male,1996,152510,139015,164569
TLS,Male,1997,145287,132789,157527
TLS,Male,1998,136523,124817,148204
TLS,Male,1999,129168,117677,140847
TLS,Male,2000,125520,114750,136808
TLS,Male,2001,126391,115098,138801
TLS,Male,2002,130986,119490,143781
TLS,Male,2003,137810,125691,150996
TLS,Male,2004,144668,131803,158463
TLS,Male,2005,149932,136209,163829
TLS,Male,2006,153177,139257,167107
TLS,Male,2007,155072,140948,167904
TLS,Male,2008,156254,142114,169136
TLS,Male,2009,157766,143503,170408
TLS,Male,2010,161109,146360,174782
TLS,Male,2011,164714,148693,179832
TLS,Male,2012,168915,151396,186001
TLS,Female,1980,6778,4711,9672
TLS,Female,1981,6821,4793,9612
TLS,Female,1982,7005,4966,9790
TLS,Female,1983,7282,5182,10173
TLS,Female,1984,7584,5388,10637
TLS,Female,1985,7869,5587,10951
TLS,Female,1986,8123,5686,11151
TLS,Female,1987,8351,5788,11568
TLS,Female,1988,8572,6002,11834
TLS,Female,1989,8804,6254,12108
TLS,Female,1990,9064,6482,12323
TLS,Female,1991,9378,6663,12915
TLS,Female,1992,9738,6953,13367
TLS,Female,1993,10072,7178,13743
TLS,Female,1994,10293,7357,14036
TLS,Female,1995,10348,7414,14276
TLS,Female,1996,10217,7273,14127
TLS,Female,1997,9756,7050,13428
TLS,Female,1998,9296,6774,12911
TLS,Female,1999,8928,6435,12505
TLS,Female,2000,8760,6274,12039
TLS,Female,2001,8813,6366,12064
TLS,Female,2002,9062,6550,12433
TLS,Female,2003,9425,6958,12776
TLS,Female,2004,9784,7210,12947
TLS,Female,2005,10051,7352,13316
TLS,Female,2006,10208,7482,13404
TLS,Female,2007,10282,7477,13581
TLS,Female,2008,10293,7640,13474
TLS,Female,2009,10281,7593,13482
TLS,Female,2010,10183,7473,13422
TLS,Female,2011,10232,7542,13452
TLS,Female,2012,10317,7657,13652
TLS,Both,1980,108929,98535,119831
TLS,Both,1981,109486,99123,120479
TLS,Both,1982,111984,101053,123368
TLS,Both,1983,115858,104629,127335
TLS,Both,1984,120251,108549,132167
TLS,Both,1985,124493,112959,137020
TLS,Both,1986,128289,116249,140158
TLS,Both,1987,131825,119653,144463
TLS,Both,1988,135400,122723,149083
TLS,Both,1989,139492,126576,153570
TLS,Both,1990,144322,131224,158493
TLS,Both,1991,150324,137208,164417
TLS,Both,1992,157102,143765,171179
TLS,Both,1993,163304,150367,177439
TLS,Both,1994,166973,153579,181300
TLS,Both,1995,167030,152753,180962
TLS,Both,1996,162728,149313,176156
TLS,Both,1997,155044,142315,168082
TLS,Both,1998,145820,134210,158577
TLS,Both,1999,138096,126687,150314
TLS,Both,2000,134280,123117,146613
TLS,Both,2001,135203,123616,148068
TLS,Both,2002,140048,128379,153150
TLS,Both,2003,147235,134546,160718
TLS,Both,2004,154451,140767,168972
TLS,Both,2005,159982,146106,175051
TLS,Both,2006,163384,149392,178124
TLS,Both,2007,165353,150869,178686
TLS,Both,2008,166547,152060,179900
TLS,Both,2009,168047,153706,181137
TLS,Both,2010,171292,156687,185404
TLS,Both,2011,174945,159000,189846
TLS,Both,2012,179232,161774,196209
TON,Male,1980,13837,12010,15943
TON,Male,1981,13871,12051,16022
TON,Male,1982,13794,11975,15906
TON,Male,1983,13679,11890,15890
TON,Male,1984,13588,11726,15809
TON,Male,1985,13583,11746,15696
TON,Male,1986,13680,11804,15753
TON,Male,1987,13861,12083,15865
TON,Male,1988,14089,12409,16039
TON,Male,1989,14293,12653,16152
TON,Male,1990,14437,12867,16199
TON,Male,1991,14492,12998,16175
TON,Male,1992,14439,12995,16138
TON,Male,1993,14332,12868,16048
TON,Male,1994,14208,12707,15924
TON,Male,1995,14091,12544,15803
TON,Male,1996,13979,12407,15738
TON,Male,1997,13752,12113,15645
TON,Male,1998,13635,12014,15508
TON,Male,1999,13592,12008,15446
TON,Male,2000,13603,12026,15402
TON,Male,2001,13642,12166,15327
TON,Male,2002,13699,12365,15257
TON,Male,2003,13780,12545,15141
TON,Male,2004,13885,12754,15028
TON,Male,2005,14128,13124,15120
TON,Male,2006,14356,13414,15328
TON,Male,2007,14347,13397,15311
TON,Male,2008,14299,13304,15320
TON,Male,2009,14236,13139,15352
TON,Male,2010,14173,12968,15401
TON,Male,2011,14140,12793,15436
TON,Male,2012,14126,12682,15563
TON,Female,1980,3585,2679,4918
TON,Female,1981,3623,2664,5047
TON,Female,1982,3640,2677,5050
TON,Female,1983,3645,2668,5054
TON,Female,1984,3639,2647,5047
TON,Female,1985,3631,2652,4922
TON,Female,1986,3623,2701,4896
TON,Female,1987,3616,2734,4880
TON,Female,1988,3612,2760,4843
TON,Female,1989,3611,2785,4770
TON,Female,1990,3620,2844,4764
TON,Female,1991,3640,2877,4846
TON,Female,1992,3706,2944,4866
TON,Female,1993,3793,3030,4920
TON,Female,1994,3902,3091,4991
TON,Female,1995,4048,3187,5112
TON,Female,1996,4241,3314,5380
TON,Female,1997,4608,3639,5776
TON,Female,1998,4969,3966,6246
TON,Female,1999,5308,4278,6687
TON,Female,2000,5623,4567,6976
TON,Female,2001,5930,4906,7157
TON,Female,2002,6241,5263,7377
TON,Female,2003,6579,5661,7668
TON,Female,2004,6937,6083,7934
TON,Female,2005,7605,6743,8558
TON,Female,2006,8244,7330,9205
TON,Female,2007,8360,7324,9460
TON,Female,2008,8357,7216,9553
TON,Female,2009,8276,7064,9515
TON,Female,2010,8155,6943,9473
TON,Female,2011,8027,6796,9477
TON,Female,2012,7903,6549,9477
TON,Both,1980,17422,15311,19819
TON,Both,1981,17493,15373,20009
TON,Both,1982,17434,15336,19938
TON,Both,1983,17324,15268,19867
TON,Both,1984,17227,15193,19779
TON,Both,1985,17214,15102,19747
TON,Both,1986,17303,15157,19711
TON,Both,1987,17477,15386,19805
TON,Both,1988,17700,15667,19797
TON,Both,1989,17905,16027,19941
TON,Both,1990,18057,16315,20043
TON,Both,1991,18132,16426,20017
TON,Both,1992,18145,16436,20095
TON,Both,1993,18125,16384,20078
TON,Both,1994,18110,16339,20086
TON,Both,1995,18139,16288,20153
TON,Both,1996,18221,16326,20305
TON,Both,1997,18360,16422,20561
TON,Both,1998,18604,16613,20871
TON,Both,1999,18900,16883,21146
TON,Both,2000,19226,17262,21467
TON,Both,2001,19572,17692,21669
TON,Both,2002,19940,18245,21893
TON,Both,2003,20358,18780,22071
TON,Both,2004,20821,19417,22353
TON,Both,2005,21733,20410,23117
TON,Both,2006,22601,21332,24002
TON,Both,2007,22707,21333,24129
TON,Both,2008,22656,21113,24214
TON,Both,2009,22512,20795,24126
TON,Both,2010,22328,20530,24085
TON,Both,2011,22168,20254,24054
TON,Both,2012,22029,20026,24055
TTO,Male,1980,120696,104403,138094
TTO,Male,1981,117041,101024,134373
TTO,Male,1982,114232,97921,131883
TTO,Male,1983,113480,96759,131890
TTO,Male,1984,113672,96458,132610
TTO,Male,1985,114409,96197,133783
TTO,Male,1986,115662,96926,135877
TTO,Male,1987,117226,98552,137942
TTO,Male,1988,119086,100029,140387
TTO,Male,1989,120975,102427,142627
TTO,Male,1990,122665,103947,144432
TTO,Male,1991,123968,104862,145710
TTO,Male,1992,125337,105516,146939
TTO,Male,1993,126794,107161,148414
TTO,Male,1994,127561,107991,148612
TTO,Male,1995,128023,108054,149700
TTO,Male,1996,128553,108482,150698
TTO,Male,1997,128865,108892,150334
TTO,Male,1998,129334,109670,151120
TTO,Male,1999,130206,110291,152134
TTO,Male,2000,130871,110322,152090
TTO,Male,2001,132466,111965,153923
TTO,Male,2002,134624,113844,157187
TTO,Male,2003,135361,114644,158130
TTO,Male,2004,136285,115074,158739
TTO,Male,2005,137304,115329,159929
TTO,Male,2006,138153,115840,161068
TTO,Male,2007,138967,116714,162266
TTO,Male,2008,139662,117050,164213
TTO,Male,2009,141386,119457,166425
TTO,Male,2010,143271,121041,167844
TTO,Male,2011,145503,122345,169546
TTO,Male,2012,147726,124376,170790
TTO,Female,1980,32519,23567,44781
TTO,Female,1981,31972,23039,43739
TTO,Female,1982,31618,22260,43876
TTO,Female,1983,31658,22430,44243
TTO,Female,1984,31798,22320,44356
TTO,Female,1985,31981,22354,44007
TTO,Female,1986,32216,22261,44541
TTO,Female,1987,32445,22469,45289
TTO,Female,1988,32696,22715,45693
TTO,Female,1989,32970,23009,45212
TTO,Female,1990,33258,23356,45190
TTO,Female,1991,33529,23693,45547
TTO,Female,1992,33948,23614,45954
TTO,Female,1993,34399,23874,46599
TTO,Female,1994,34704,24317,46645
TTO,Female,1995,34914,24660,46934
TTO,Female,1996,35087,24644,47077
TTO,Female,1997,34950,25005,46753
TTO,Female,1998,34865,25125,47131
TTO,Female,1999,34904,25144,46645
TTO,Female,2000,34958,25378,46178
TTO,Female,2001,35283,25178,46567
TTO,Female,2002,35775,25295,47606
TTO,Female,2003,36024,25340,47966
TTO,Female,2004,36331,25604,48879
TTO,Female,2005,36618,25525,49246
TTO,Female,2006,36859,25648,49483
TTO,Female,2007,37048,26254,49246
TTO,Female,2008,37171,26458,49652
TTO,Female,2009,37475,26471,51230
TTO,Female,2010,37845,26685,52034
TTO,Female,2011,38265,26847,52238
TTO,Female,2012,38648,26973,51755
TTO,Both,1980,153215,135208,174392
TTO,Both,1981,149013,130167,170550
TTO,Both,1982,145850,126464,167810
TTO,Both,1983,145139,125309,168286
TTO,Both,1984,145470,125119,168979
TTO,Both,1985,146390,125973,169404
TTO,Both,1986,147877,126962,170593
TTO,Both,1987,149671,127732,172237
TTO,Both,1988,151782,129426,175963
TTO,Both,1989,153945,131644,178432
TTO,Both,1990,155923,133726,181007
TTO,Both,1991,157496,134566,182703
TTO,Both,1992,159286,135614,183952
TTO,Both,1993,161193,138541,185298
TTO,Both,1994,162265,138803,186358
TTO,Both,1995,162937,139300,186949
TTO,Both,1996,163640,140213,187619
TTO,Both,1997,163815,139632,188266
TTO,Both,1998,164200,140458,189311
TTO,Both,1999,165110,141288,190404
TTO,Both,2000,165829,141404,190272
TTO,Both,2001,167749,143364,192380
TTO,Both,2002,170400,145657,195362
TTO,Both,2003,171385,146708,196846
TTO,Both,2004,172616,147558,198172
TTO,Both,2005,173923,149906,200390
TTO,Both,2006,175011,150887,202028
TTO,Both,2007,176016,151201,204300
TTO,Both,2008,176833,152107,204397
TTO,Both,2009,178861,154023,206988
TTO,Both,2010,181116,154918,209163
TTO,Both,2011,183768,157461,209315
TTO,Both,2012,186373,159953,212509
TUN,Male,1980,721727,619751,823855
TUN,Male,1981,750563,641417,856083
TUN,Male,1982,780481,668240,891347
TUN,Male,1983,811711,694764,926314
TUN,Male,1984,844668,723901,964335
TUN,Male,1985,879043,756462,1010540
TUN,Male,1986,914734,791344,1051538
TUN,Male,1987,951605,831184,1091596
TUN,Male,1988,989629,861851,1130833
TUN,Male,1989,1027968,894343,1162710
TUN,Male,1990,1066592,927259,1208178
TUN,Male,1991,1105740,963778,1247650
TUN,Male,1992,1145010,1005896,1287610
TUN,Male,1993,1183891,1047711,1328798
TUN,Male,1994,1222646,1088903,1367465
TUN,Male,1995,1261659,1125366,1406609
TUN,Male,1996,1301536,1168105,1442249
TUN,Male,1997,1358745,1233059,1495363
TUN,Male,1998,1414359,1296623,1539646
TUN,Male,1999,1467618,1354631,1586783
TUN,Male,2000,1517897,1414229,1627004
TUN,Male,2001,1564848,1465561,1671952
TUN,Male,2002,1598386,1496182,1700126
TUN,Male,2003,1627610,1517462,1732233
TUN,Male,2004,1651540,1533403,1766383
TUN,Male,2005,1673428,1545648,1800812
TUN,Male,2006,1695479,1552314,1841232
TUN,Male,2007,1719100,1562468,1884795
TUN,Male,2008,1745294,1579467,1922757
TUN,Male,2009,1772171,1598773,1961097
TUN,Male,2010,1799224,1611939,1992131
TUN,Male,2011,1827165,1632341,2027397
TUN,Male,2012,1854380,1653167,2057595
TUN,Female,1980,31805,23048,43370
TUN,Female,1981,32905,23804,45107
TUN,Female,1982,33979,24353,47230
TUN,Female,1983,35069,24857,49057
TUN,Female,1984,36169,25911,50173
TUN,Female,1985,37283,26944,52081
TUN,Female,1986,38390,27878,52167
TUN,Female,1987,39461,28644,54867
TUN,Female,1988,40596,29485,56239
TUN,Female,1989,41729,30603,57655
TUN,Female,1990,42928,31867,58948
TUN,Female,1991,44227,32960,60226
TUN,Female,1992,45519,34395,60621
TUN,Female,1993,46885,35601,61593
TUN,Female,1994,48266,37340,61850
TUN,Female,1995,49901,39187,63033
TUN,Female,1996,52037,41425,64456
TUN,Female,1997,59486,48001,72450
TUN,Female,1998,68017,55468,82130
TUN,Female,1999,77183,63546,91319
TUN,Female,2000,86516,72839,100960
TUN,Female,2001,95653,81058,110906
TUN,Female,2002,99995,85036,116140
TUN,Female,2003,104626,88070,122403
TUN,Female,2004,111816,93883,132005
TUN,Female,2005,120225,100179,142785
TUN,Female,2006,129905,106928,155246
TUN,Female,2007,140782,115057,169793
TUN,Female,2008,152583,124427,185349
TUN,Female,2009,164556,134552,200226
TUN,Female,2010,176285,144937,213116
TUN,Female,2011,187039,154313,225928
TUN,Female,2012,190591,155942,233681
TUN,Both,1980,753532,647103,853686
TUN,Both,1981,783468,674065,889757
TUN,Both,1982,814461,704302,925293
TUN,Both,1983,846781,732098,961901
TUN,Both,1984,880837,759110,1000814
TUN,Both,1985,916326,797058,1050360
TUN,Both,1986,953124,831942,1092694
TUN,Both,1987,991066,870940,1133260
TUN,Both,1988,1030225,902330,1168693
TUN,Both,1989,1069698,935868,1203344
TUN,Both,1990,1109519,968333,1247880
TUN,Both,1991,1149968,1008595,1291814
TUN,Both,1992,1190529,1051785,1332695
TUN,Both,1993,1230776,1091941,1376409
TUN,Both,1994,1270912,1134491,1414189
TUN,Both,1995,1311560,1175480,1456625
TUN,Both,1996,1353573,1220877,1493105
TUN,Both,1997,1418231,1292811,1553093
TUN,Both,1998,1482376,1364007,1607544
TUN,Both,1999,1544802,1433937,1663853
TUN,Both,2000,1604412,1499916,1720169
TUN,Both,2001,1660501,1561781,1769164
TUN,Both,2002,1698381,1598250,1801271
TUN,Both,2003,1732237,1622466,1842491
TUN,Both,2004,1763356,1646084,1882645
TUN,Both,2005,1793654,1664450,1926615
TUN,Both,2006,1825384,1675998,1976777
TUN,Both,2007,1859882,1703152,2031069
TUN,Both,2008,1897877,1727004,2076173
TUN,Both,2009,1936727,1761095,2127611
TUN,Both,2010,1975510,1793740,2183194
TUN,Both,2011,2014204,1821218,2217986
TUN,Both,2012,2044971,1844673,2262656
TUR,Male,1980,5494690,4731480,6399258
TUR,Male,1981,5615921,4827979,6556221
TUR,Male,1982,5759710,4945959,6727774
TUR,Male,1983,5914676,5069830,6882536
TUR,Male,1984,6078154,5210587,7081279
TUR,Male,1985,6248850,5337625,7262933
TUR,Male,1986,6420295,5469604,7446866
TUR,Male,1987,6572236,5623435,7631362
TUR,Male,1988,6741429,5781418,7783494
TUR,Male,1989,6931453,5975331,7964445
TUR,Male,1990,7103933,6171457,8207553
TUR,Male,1991,7300459,6323286,8398828
TUR,Male,1992,7500323,6507897,8606238
TUR,Male,1993,7685658,6696444,8798522
TUR,Male,1994,7928802,6935329,9018086
TUR,Male,1995,8159060,7188285,9244046
TUR,Male,1996,8375944,7415625,9467068
TUR,Male,1997,8628647,7687187,9679217
TUR,Male,1998,8880980,7938431,9900852
TUR,Male,1999,9163862,8249664,10113170
TUR,Male,2000,9416694,8582016,10282561
TUR,Male,2001,9721101,9003331,10459888
TUR,Male,2002,10004072,9356747,10661347
TUR,Male,2003,10266489,9669737,10865938
TUR,Male,2004,10554392,9982362,11129978
TUR,Male,2005,10764567,10190773,11396304
TUR,Male,2006,10813143,10247314,11446886
TUR,Male,2007,10802142,10186900,11403654
TUR,Male,2008,10766716,10169906,11344181
TUR,Male,2009,10770509,10213305,11361563
TUR,Male,2010,10666532,10048478,11294654
TUR,Male,2011,10607149,9922703,11311704
