ISO,Sex,Year,Number of Smokers All Ages,Number of Smokers All Ages Lower Bound,Number of Smokers All Ages Upper Bound
SWE,Male,1998,638607,604527,673019
SWE,Male,1999,614395,580239,647944
SWE,Male,2000,589421,556352,621048
SWE,Male,2001,561600,530087,592392
SWE,Male,2002,529672,499744,561610
SWE,Male,2003,494303,464764,525450
SWE,Male,2004,461342,434516,491491
SWE,Male,2005,436060,411941,463243
SWE,Male,2006,422580,398665,447463
SWE,Male,2007,418406,394174,443669
SWE,Male,2008,421427,395003,450234
SWE,Male,2009,433577,402907,464119
SWE,Male,2010,450630,413277,485546
SWE,Male,2011,468878,424097,510807
SWE,Male,2012,486589,436447,538444
SWE,Female,1980,869568,809621,932613
SWE,Female,1981,856400,803840,910377
SWE,Female,1982,847642,798099,895981
SWE,Female,1983,846874,798760,893613
SWE,Female,1984,857279,811988,904848
SWE,Female,1985,873623,828857,922699
SWE,Female,1986,889075,841618,938987
SWE,Female,1987,897907,842041,953721
SWE,Female,1988,902029,840911,959626
SWE,Female,1989,903364,837502,964086
SWE,Female,1990,903686,836408,966465
SWE,Female,1991,902129,837582,965147
SWE,Female,1992,899606,839333,960166
SWE,Female,1993,893658,837080,949821
SWE,Female,1994,886809,833911,941207
SWE,Female,1995,872632,817015,927496
SWE,Female,1996,849374,795451,904674
SWE,Female,1997,820609,769355,871776
SWE,Female,1998,795866,744587,843801
SWE,Female,1999,775573,729131,822308
SWE,Female,2000,753908,710000,798500
SWE,Female,2001,729026,685038,771312
SWE,Female,2002,699706,654491,744873
SWE,Female,2003,660666,615226,704473
SWE,Female,2004,621282,577875,661215
SWE,Female,2005,588500,546384,628915
SWE,Female,2006,564825,527261,603495
SWE,Female,2007,552521,516541,588750
SWE,Female,2008,547867,510578,585529
SWE,Female,2009,553724,515066,595510
SWE,Female,2010,562305,516773,612409
SWE,Female,2011,573622,517589,634244
SWE,Female,2012,587802,518439,660943
SWE,Both,1980,1852265,1771906,1938738
SWE,Both,1981,1815367,1748274,1888607
SWE,Both,1982,1784557,1721721,1848071
SWE,Both,1983,1762279,1700857,1824576
SWE,Both,1984,1756288,1695270,1814211
SWE,Both,1985,1759785,1701372,1820274
SWE,Both,1986,1766547,1705276,1828698
SWE,Both,1987,1767414,1698551,1836513
SWE,Both,1988,1765884,1690012,1839611
SWE,Both,1989,1760880,1680053,1836961
SWE,Both,1990,1752794,1673181,1832372
SWE,Both,1991,1735991,1658052,1816098
SWE,Both,1992,1713185,1636161,1794001
SWE,Both,1993,1679788,1604506,1757951
SWE,Both,1994,1643800,1570949,1713553
SWE,Both,1995,1599264,1529404,1669081
SWE,Both,1996,1544887,1474966,1614167
SWE,Both,1997,1485756,1420805,1549765
SWE,Both,1998,1434473,1374257,1495340
SWE,Both,1999,1389968,1333208,1445279
SWE,Both,2000,1343329,1287969,1396894
SWE,Both,2001,1290626,1235869,1344042
SWE,Both,2002,1229377,1174927,1284978
SWE,Both,2003,1154969,1104790,1210429
SWE,Both,2004,1082624,1032327,1133840
SWE,Both,2005,1024559,977127,1071779
SWE,Both,2006,987405,942767,1032569
SWE,Both,2007,970927,927001,1016726
SWE,Both,2008,969294,923793,1017503
SWE,Both,2009,987301,939115,1036358
SWE,Both,2010,1012936,957497,1071091
SWE,Both,2011,1042500,975756,1111989
SWE,Both,2012,1074390,992805,1162682
SWZ,Male,1980,14996,11701,18587
SWZ,Male,1981,15324,12029,19000
SWZ,Male,1982,15648,12470,19484
SWZ,Male,1983,16003,12829,19936
SWZ,Male,1984,16429,12972,20446
SWZ,Male,1985,16941,13311,21072
SWZ,Male,1986,17564,13965,21943
SWZ,Male,1987,18293,14541,22753
SWZ,Male,1988,19083,15250,23749
SWZ,Male,1989,19903,15960,24923
SWZ,Male,1990,20715,16529,25974
SWZ,Male,1991,21500,17211,26997
SWZ,Male,1992,22268,17958,28048
SWZ,Male,1993,23031,18691,28712
SWZ,Male,1994,23793,19375,29406
SWZ,Male,1995,24574,20086,30261
SWZ,Male,1996,25399,20884,30895
SWZ,Male,1997,26360,21795,31977
SWZ,Male,1998,27296,22826,32764
SWZ,Male,1999,28160,23789,33406
SWZ,Male,2000,28960,24550,34040
SWZ,Male,2001,29695,25341,34526
SWZ,Male,2002,30426,26113,34812
SWZ,Male,2003,31332,27176,35598
SWZ,Male,2004,32673,28591,36826
SWZ,Male,2005,34305,30372,38686
SWZ,Male,2006,36145,32117,40753
SWZ,Male,2007,38129,33971,43261
SWZ,Male,2008,39996,35247,45576
SWZ,Male,2009,41870,36418,48037
SWZ,Male,2010,43782,37432,51158
SWZ,Male,2011,45622,38282,53895
SWZ,Male,2012,47378,39349,56914
SWZ,Female,1980,3775,2732,4982
SWZ,Female,1981,3876,2819,5118
SWZ,Female,1982,3975,2912,5265
SWZ,Female,1983,4087,2974,5472
SWZ,Female,1984,4215,3096,5648
SWZ,Female,1985,4364,3157,5853
SWZ,Female,1986,4542,3282,6091
SWZ,Female,1987,4747,3423,6304
SWZ,Female,1988,4963,3636,6658
SWZ,Female,1989,5168,3744,6977
SWZ,Female,1990,5347,3866,7207
SWZ,Female,1991,5495,4003,7389
SWZ,Female,1992,5623,4103,7451
SWZ,Female,1993,5743,4173,7624
SWZ,Female,1994,5879,4229,7745
SWZ,Female,1995,6048,4361,7944
SWZ,Female,1996,6246,4514,8288
SWZ,Female,1997,6296,4539,8333
SWZ,Female,1998,6398,4623,8485
SWZ,Female,1999,6507,4762,8583
SWZ,Female,2000,6601,4967,8589
SWZ,Female,2001,6661,5127,8552
SWZ,Female,2002,6686,5157,8453
SWZ,Female,2003,6682,5217,8525
SWZ,Female,2004,6528,5166,8437
SWZ,Female,2005,6458,5128,8388
SWZ,Female,2006,6479,5162,8335
SWZ,Female,2007,6595,5209,8382
SWZ,Female,2008,6882,5406,8679
SWZ,Female,2009,7204,5656,9147
SWZ,Female,2010,7516,5750,9611
SWZ,Female,2011,7829,6017,10024
SWZ,Female,2012,8131,6246,10374
SWZ,Both,1980,18771,15342,22670
SWZ,Both,1981,19200,15878,23146
SWZ,Both,1982,19624,16234,23696
SWZ,Both,1983,20090,16620,24320
SWZ,Both,1984,20645,17007,24854
SWZ,Both,1985,21306,17397,25536
SWZ,Both,1986,22107,17965,26625
SWZ,Both,1987,23040,18714,27740
SWZ,Both,1988,24046,19615,28790
SWZ,Both,1989,25072,20455,30339
SWZ,Both,1990,26062,21454,31721
SWZ,Both,1991,26995,22385,33152
SWZ,Both,1992,27890,23186,34035
SWZ,Both,1993,28774,24103,34682
SWZ,Both,1994,29673,25058,35540
SWZ,Both,1995,30622,25842,36633
SWZ,Both,1996,31645,26878,37543
SWZ,Both,1997,32656,27735,38556
SWZ,Both,1998,33694,28802,39396
SWZ,Both,1999,34667,29865,40375
SWZ,Both,2000,35562,30908,40933
SWZ,Both,2001,36356,31574,41436
SWZ,Both,2002,37113,32566,41852
SWZ,Both,2003,38014,33518,42770
SWZ,Both,2004,39201,34707,43781
SWZ,Both,2005,40763,36510,45546
SWZ,Both,2006,42623,38329,47586
SWZ,Both,2007,44724,40114,50093
SWZ,Both,2008,46879,41728,52625
SWZ,Both,2009,49074,43076,55544
SWZ,Both,2010,51298,44500,58950
SWZ,Both,2011,53451,45661,61908
SWZ,Both,2012,55510,46964,65194
SYC,Male,1980,6307,5399,7185
SYC,Male,1981,6444,5504,7342
SYC,Male,1982,6623,5650,7573
SYC,Male,1983,6819,5779,7812
SYC,Male,1984,6969,5873,8020
SYC,Male,1985,7011,5882,8130
SYC,Male,1986,6987,5821,8101
SYC,Male,1987,6912,5780,8017
SYC,Male,1988,6808,5697,7896
SYC,Male,1989,6698,5626,7787
SYC,Male,1990,6659,5566,7733
SYC,Male,1991,6737,5643,7825
SYC,Male,1992,6881,5790,7979
SYC,Male,1993,7066,5942,8283
SYC,Male,1994,7271,6066,8504
SYC,Male,1995,7454,6241,8747
SYC,Male,1996,7555,6317,8855
SYC,Male,1997,7582,6380,8905
SYC,Male,1998,7587,6404,9006
SYC,Male,1999,7643,6431,9005
SYC,Male,2000,7760,6533,9118
SYC,Male,2001,7950,6679,9345
SYC,Male,2002,8203,6850,9648
SYC,Male,2003,8518,7119,10010
SYC,Male,2004,8846,7321,10500
SYC,Male,2005,9130,7530,10829
SYC,Male,2006,9370,7820,11195
SYC,Male,2007,9565,8004,11289
SYC,Male,2008,9742,8188,11359
SYC,Male,2009,9882,8306,11507
SYC,Male,2010,9960,8401,11504
SYC,Male,2011,9997,8448,11557
SYC,Male,2012,10008,8473,11583
SYC,Female,1980,884,629,1207
SYC,Female,1981,905,636,1236
SYC,Female,1982,930,657,1283
SYC,Female,1983,957,677,1327
SYC,Female,1984,979,692,1346
SYC,Female,1985,989,696,1362
SYC,Female,1986,993,687,1370
SYC,Female,1987,992,692,1368
SYC,Female,1988,987,688,1347
SYC,Female,1989,979,690,1353
SYC,Female,1990,976,682,1358
SYC,Female,1991,982,699,1366
SYC,Female,1992,995,713,1394
SYC,Female,1993,1013,725,1407
SYC,Female,1994,1035,745,1424
SYC,Female,1995,1056,757,1443
SYC,Female,1996,1073,766,1458
SYC,Female,1997,1081,764,1465
SYC,Female,1998,1086,770,1483
SYC,Female,1999,1098,772,1498
SYC,Female,2000,1118,794,1530
SYC,Female,2001,1146,820,1597
SYC,Female,2002,1182,850,1653
SYC,Female,2003,1224,892,1710
SYC,Female,2004,1261,915,1763
SYC,Female,2005,1287,942,1793
SYC,Female,2006,1301,941,1829
SYC,Female,2007,1305,931,1821
SYC,Female,2008,1307,946,1802
SYC,Female,2009,1306,957,1813
SYC,Female,2010,1304,961,1810
SYC,Female,2011,1306,961,1788
SYC,Female,2012,1311,962,1770
SYC,Both,1980,7191,6241,8154
SYC,Both,1981,7349,6345,8295
SYC,Both,1982,7554,6507,8547
SYC,Both,1983,7776,6671,8864
SYC,Both,1984,7948,6833,9070
SYC,Both,1985,8000,6866,9136
SYC,Both,1986,7981,6846,9116
SYC,Both,1987,7905,6712,9015
SYC,Both,1988,7796,6674,8925
SYC,Both,1989,7678,6584,8775
SYC,Both,1990,7635,6533,8752
SYC,Both,1991,7719,6591,8837
SYC,Both,1992,7876,6724,9089
SYC,Both,1993,8079,6880,9322
SYC,Both,1994,8306,7074,9531
SYC,Both,1995,8510,7256,9780
SYC,Both,1996,8628,7410,9940
SYC,Both,1997,8662,7434,10007
SYC,Both,1998,8673,7477,10066
SYC,Both,1999,8741,7534,10206
SYC,Both,2000,8878,7654,10409
SYC,Both,2001,9096,7793,10641
SYC,Both,2002,9386,7970,10978
SYC,Both,2003,9742,8273,11375
SYC,Both,2004,10107,8517,11779
SYC,Both,2005,10417,8792,12145
SYC,Both,2006,10671,9058,12439
SYC,Both,2007,10870,9233,12617
SYC,Both,2008,11048,9474,12692
SYC,Both,2009,11188,9602,12840
SYC,Both,2010,11264,9652,12904
SYC,Both,2011,11303,9722,12942
SYC,Both,2012,11319,9685,13002
SYR,Male,1980,695349,588605,811840
SYR,Male,1981,706690,594704,826110
SYR,Male,1982,720743,601297,844789
SYR,Male,1983,737579,614262,865314
SYR,Male,1984,758183,629805,894130
SYR,Male,1985,779037,646410,917859
SYR,Male,1986,802431,669904,942977
SYR,Male,1987,827120,690187,972019
SYR,Male,1988,851911,704943,1011732
SYR,Male,1989,882937,727716,1057986
SYR,Male,1990,915479,753895,1092350
SYR,Male,1991,950067,784299,1130625
SYR,Male,1992,985084,813684,1171010
SYR,Male,1993,1021831,841073,1208274
SYR,Male,1994,1059247,870709,1253244
SYR,Male,1995,1098329,903561,1301519
SYR,Male,1996,1139729,934245,1354754
SYR,Male,1997,1182251,970080,1408339
SYR,Male,1998,1225467,1012923,1458324
SYR,Male,1999,1271013,1040009,1514516
SYR,Male,2000,1315947,1089055,1585589
SYR,Male,2001,1357221,1130537,1624189
SYR,Male,2002,1394422,1160905,1655231
SYR,Male,2003,1435045,1186923,1701196
SYR,Male,2004,1484146,1228956,1763140
SYR,Male,2005,1546300,1284620,1839022
SYR,Male,2006,1625480,1358369,1924814
SYR,Male,2007,1719225,1425650,2020966
SYR,Male,2008,1816619,1508112,2130466
SYR,Male,2009,1899908,1581298,2235221
SYR,Male,2010,1959375,1631086,2312173
SYR,Male,2011,1990433,1654599,2351444
SYR,Male,2012,1996764,1666833,2343780
SYR,Female,1980,149290,105745,210862
SYR,Female,1981,152579,107701,212648
SYR,Female,1982,155944,109661,221505
SYR,Female,1983,159741,112862,228529
SYR,Female,1984,164286,116638,238062
SYR,Female,1985,168991,119327,246756
SYR,Female,1986,174400,122325,251759
SYR,Female,1987,180124,126615,257823
SYR,Female,1988,186040,129932,263149
SYR,Female,1989,192898,132935,271025
SYR,Female,1990,200088,139982,283559
SYR,Female,1991,207772,146241,290879
SYR,Female,1992,214865,152126,301747
SYR,Female,1993,222152,157677,316475
SYR,Female,1994,229399,160989,325463
SYR,Female,1995,237397,167585,335785
SYR,Female,1996,246751,174752,347472
SYR,Female,1997,257162,182754,363059
SYR,Female,1998,266722,191147,375145
SYR,Female,1999,276226,199649,382621
SYR,Female,2000,285426,205365,394438
SYR,Female,2001,293840,207953,408293
SYR,Female,2002,301031,212824,420545
SYR,Female,2003,308723,216838,436159
SYR,Female,2004,318025,222322,446820
SYR,Female,2005,330014,231039,457648
SYR,Female,2006,345911,243136,477036
SYR,Female,2007,365371,256598,504296
SYR,Female,2008,385675,270119,530926
SYR,Female,2009,403002,285973,549877
SYR,Female,2010,415527,296041,567418
SYR,Female,2011,422706,299269,578401
SYR,Female,2012,425114,300712,576617
SYR,Both,1980,844639,720355,971327
SYR,Both,1981,859269,732687,991786
SYR,Both,1982,876688,744601,1016037
SYR,Both,1983,897321,760988,1040355
SYR,Both,1984,922470,778345,1069974
SYR,Both,1985,948028,798860,1104563
SYR,Both,1986,976831,827597,1130654
SYR,Both,1987,1007243,854132,1166610
SYR,Both,1988,1037950,878489,1210279
SYR,Both,1989,1075835,907152,1263345
SYR,Both,1990,1115567,940730,1305053
SYR,Both,1991,1157840,972341,1354672
SYR,Both,1992,1199949,1014374,1406621
SYR,Both,1993,1243984,1052187,1454979
SYR,Both,1994,1288645,1086680,1509923
SYR,Both,1995,1335726,1127494,1556699
SYR,Both,1996,1386480,1165040,1611393
SYR,Both,1997,1439413,1207678,1669883
SYR,Both,1998,1492190,1256803,1744312
SYR,Both,1999,1547239,1307314,1806600
SYR,Both,2000,1601373,1357833,1884249
SYR,Both,2001,1651061,1399284,1946005
SYR,Both,2002,1695452,1436403,1980510
SYR,Both,2003,1743768,1469575,2031881
SYR,Both,2004,1802171,1519775,2102544
SYR,Both,2005,1876313,1577703,2176490
SYR,Both,2006,1971390,1677624,2278570
SYR,Both,2007,2084596,1770030,2404631
SYR,Both,2008,2202294,1870081,2544008
SYR,Both,2009,2302910,1962343,2669753
SYR,Both,2010,2374902,2010706,2763613
SYR,Both,2011,2413139,2041527,2804147
SYR,Both,2012,2421878,2056419,2805318
TCD,Male,1980,155488,124929,189491
TCD,Male,1981,158021,127264,192208
TCD,Male,1982,160790,129945,197160
TCD,Male,1983,163836,132973,202184
TCD,Male,1984,167230,136195,206468
TCD,Male,1985,170915,139474,209482
TCD,Male,1986,174996,141869,215567
TCD,Male,1987,179502,145140,221713
TCD,Male,1988,184178,147899,227597
TCD,Male,1989,189045,151240,233792
TCD,Male,1990,194083,155479,240542
TCD,Male,1991,199092,160001,246798
TCD,Male,1992,204346,162900,254212
TCD,Male,1993,209838,167450,258874
TCD,Male,1994,215647,172355,268502
TCD,Male,1995,221938,176568,275229
TCD,Male,1996,228598,180408,283653
TCD,Male,1997,235478,185196,291980
TCD,Male,1998,242707,192179,299724
TCD,Male,1999,250578,199649,308131
TCD,Male,2000,259173,207345,319558
TCD,Male,2001,268316,215691,330460
TCD,Male,2002,278008,222624,343360
TCD,Male,2003,288227,233167,356970
TCD,Male,2004,298207,240236,369316
TCD,Male,2005,308359,249701,381087
TCD,Male,2006,318854,259481,392987
TCD,Male,2007,329274,265833,407337
TCD,Male,2008,340036,274183,419105
TCD,Male,2009,351130,282928,430607
TCD,Male,2010,362906,294379,448999
TCD,Male,2011,375197,303417,467231
TCD,Male,2012,387544,313091,483499
TCD,Female,1980,28295,20254,39283
TCD,Female,1981,28748,20604,40168
TCD,Female,1982,29227,20904,40511
TCD,Female,1983,29725,21373,41463
TCD,Female,1984,30294,21606,41855
TCD,Female,1985,30921,22222,42665
TCD,Female,1986,31597,22791,43406
TCD,Female,1987,32335,23650,45098
TCD,Female,1988,33075,23866,46047
TCD,Female,1989,33795,24136,47089
TCD,Female,1990,34513,24551,48081
TCD,Female,1991,35194,25193,49127
TCD,Female,1992,35861,25698,49425
TCD,Female,1993,36566,26409,49794
TCD,Female,1994,37329,27061,50386
TCD,Female,1995,38158,27337,52657
TCD,Female,1996,39057,28052,53962
TCD,Female,1997,39778,28825,55017
TCD,Female,1998,40695,29602,55353
TCD,Female,1999,41799,30533,56563
TCD,Female,2000,43041,30719,58087
TCD,Female,2001,44393,31619,60834
TCD,Female,2002,45838,32706,63695
TCD,Female,2003,47374,33618,66207
TCD,Female,2004,48860,34442,67751
TCD,Female,2005,50337,35762,69891
TCD,Female,2006,51736,36793,71357
TCD,Female,2007,53042,37952,73065
TCD,Female,2008,54369,38687,76085
TCD,Female,2009,55783,39598,77435
TCD,Female,2010,57307,40495,79213
TCD,Female,2011,58959,42042,81174
TCD,Female,2012,60789,43265,84514
TCD,Both,1980,183784,152652,219350
TCD,Both,1981,186768,155031,222039
TCD,Both,1982,190017,157966,227136
TCD,Both,1983,193562,161382,233168
TCD,Both,1984,197524,165365,237773
TCD,Both,1985,201835,168296,243701
TCD,Both,1986,206593,171169,248351
TCD,Both,1987,211837,175468,254427
TCD,Both,1988,217252,179608,260780
TCD,Both,1989,222840,183678,267974
TCD,Both,1990,228596,189714,276606
TCD,Both,1991,234287,194495,283999
TCD,Both,1992,240207,197832,291553
TCD,Both,1993,246404,202947,299527
TCD,Both,1994,252976,207681,306196
TCD,Both,1995,260096,211985,316882
TCD,Both,1996,267654,216302,322573
TCD,Both,1997,275256,221670,331281
TCD,Both,1998,283402,229923,340236
TCD,Both,1999,292377,241350,350988
TCD,Both,2000,302215,248189,362125
TCD,Both,2001,312708,259343,373156
TCD,Both,2002,323846,268964,389947
TCD,Both,2003,335601,279314,402086
TCD,Both,2004,347067,286881,416706
TCD,Both,2005,358696,296856,429541
TCD,Both,2006,370591,305760,445807
TCD,Both,2007,382316,316179,462644
TCD,Both,2008,394405,325216,474273
TCD,Both,2009,406912,336297,487475
TCD,Both,2010,420213,346191,507360
TCD,Both,2011,434156,358776,525466
TCD,Both,2012,448334,371347,544226
TGO,Male,1980,92578,74432,112683
TGO,Male,1981,95229,77019,115296
TGO,Male,1982,98039,79278,119010
TGO,Male,1983,100967,81997,122808
TGO,Male,1984,104044,84933,127405
TGO,Male,1985,107106,86821,131081
TGO,Male,1986,110114,89271,135624
TGO,Male,1987,112964,91743,138259
TGO,Male,1988,115812,94121,142140
TGO,Male,1989,118575,96240,145194
TGO,Male,1990,121105,98002,148798
TGO,Male,1991,123213,99418,152962
TGO,Male,1992,124874,101305,154653
TGO,Male,1993,125957,101278,155808
TGO,Male,1994,127456,103022,156268
TGO,Male,1995,129442,104568,158617
TGO,Male,1996,132087,106955,160704
TGO,Male,1997,135249,108374,165284
TGO,Male,1998,138723,110831,168550
TGO,Male,1999,142474,113802,172409
TGO,Male,2000,146395,117275,178602
TGO,Male,2001,150534,119952,183701
TGO,Male,2002,154877,123922,190788
TGO,Male,2003,159575,128390,197573
TGO,Male,2004,164484,131931,204920
TGO,Male,2005,169602,135463,211527
TGO,Male,2006,175073,140306,217727
TGO,Male,2007,180896,144105,223225
TGO,Male,2008,187106,148370,229401
TGO,Male,2009,193510,154891,236846
TGO,Male,2010,200256,162262,244196
TGO,Male,2011,207299,167713,254388
TGO,Male,2012,214677,174105,262025
TGO,Female,1980,11286,7904,16265
TGO,Female,1981,11586,8063,16636
TGO,Female,1982,11914,8214,17376
TGO,Female,1983,12259,8453,18170
TGO,Female,1984,12614,8742,18794
TGO,Female,1985,12944,8987,19127
TGO,Female,1986,13265,9183,20029
TGO,Female,1987,13571,9472,20031
TGO,Female,1988,13869,9542,19692
TGO,Female,1989,14167,9771,20250
TGO,Female,1990,14481,9993,20587
TGO,Female,1991,14807,10259,21090
TGO,Female,1992,15129,10367,21509
TGO,Female,1993,15415,10529,21898
TGO,Female,1994,15718,10763,22061
TGO,Female,1995,16023,10993,22543
TGO,Female,1996,16347,11312,23144
TGO,Female,1997,16492,11429,23082
TGO,Female,1998,16718,11593,23579
TGO,Female,1999,17010,11714,24174
TGO,Female,2000,17351,11858,24322
TGO,Female,2001,17728,12069,24569
TGO,Female,2002,18128,12434,25613
TGO,Female,2003,18564,12748,25970
TGO,Female,2004,18988,13184,26512
TGO,Female,2005,19438,13720,27762
TGO,Female,2006,19915,14372,28462
TGO,Female,2007,20402,14556,28929
TGO,Female,2008,20898,14641,29518
TGO,Female,2009,21439,14852,29752
TGO,Female,2010,22017,15244,31036
TGO,Female,2011,22640,15801,32248
TGO,Female,2012,23306,16141,32752
TGO,Both,1980,103864,85442,123350
TGO,Both,1981,106816,87778,126960
TGO,Both,1982,109954,91035,130771
TGO,Both,1983,113227,93075,135353
TGO,Both,1984,116658,96437,139971
TGO,Both,1985,120050,99337,144097
TGO,Both,1986,123379,101872,148470
TGO,Both,1987,126535,104353,151917
TGO,Both,1988,129681,106963,156397
TGO,Both,1989,132742,109395,160456
TGO,Both,1990,135586,111538,163894
TGO,Both,1991,138021,113736,168456
TGO,Both,1992,140003,114412,170853
TGO,Both,1993,141371,115253,171612
TGO,Both,1994,143174,117118,172886
TGO,Both,1995,145465,119662,175391
TGO,Both,1996,148434,122167,178505
TGO,Both,1997,151741,123608,181925
TGO,Both,1998,155441,126901,186165
TGO,Both,1999,159484,130528,191328
TGO,Both,2000,163746,134632,197971
TGO,Both,2001,168262,138946,202911
TGO,Both,2002,173004,142201,210715
TGO,Both,2003,178139,145558,216897
TGO,Both,2004,183472,150196,223350
TGO,Both,2005,189039,153494,231134
TGO,Both,2006,194989,159119,237937
TGO,Both,2007,201298,164194,244275
TGO,Both,2008,208003,167268,252262
TGO,Both,2009,214949,174290,259647
TGO,Both,2010,222273,181346,267749
TGO,Both,2011,229939,189069,278121
TGO,Both,2012,237982,196402,285882
THA,Male,1980,6627643,5791987,7487595
THA,Male,1981,6831934,5978851,7751464
THA,Male,1982,7041816,6167142,7993325
THA,Male,1983,7258623,6321199,8208080
THA,Male,1984,7485449,6490356,8399081
THA,Male,1985,7726321,6731041,8661161
THA,Male,1986,7980468,6958072,8989010
THA,Male,1987,8245491,7231694,9281460
THA,Male,1988,8511624,7494968,9562661
THA,Male,1989,8765953,7742944,9815081
THA,Male,1990,8997341,7975735,10038994
THA,Male,1991,9206525,8201734,10222814
THA,Male,1992,9397781,8457367,10363519
THA,Male,1993,9578098,8702370,10446421
THA,Male,1994,9740805,8910913,10529961
THA,Male,1995,9904977,9154415,10606861
THA,Male,1996,10061615,9393317,10692361
THA,Male,1997,10036511,9449229,10638838
THA,Male,1998,10009691,9452882,10545909
THA,Male,1999,9973700,9445691,10487128
THA,Male,2000,9895829,9386326,10415573
THA,Male,2001,9796331,9292410,10312550
THA,Male,2002,9617137,9121152,10099497
THA,Male,2003,9447899,8964487,9932246
THA,Male,2004,9389059,8864196,9909151
THA,Male,2005,9369960,8834500,9913340
THA,Male,2006,9401562,8861642,9978124
THA,Male,2007,9467851,8918553,10049703
THA,Male,2008,9582802,9040776,10152386
THA,Male,2009,9706049,9147919,10240536
THA,Male,2010,9835082,9248427,10422207
THA,Male,2011,9950583,9326073,10585165
THA,Male,2012,10075599,9325728,10803482
THA,Female,1980,589998,447499,758714
THA,Female,1981,612285,468503,779287
THA,Female,1982,635638,493419,793968
THA,Female,1983,660941,516307,826655
THA,Female,1984,688871,546906,851155
THA,Female,1985,719585,584032,882173
THA,Female,1986,753879,613519,921186
THA,Female,1987,791688,647597,957374
THA,Female,1988,831258,686906,996988
THA,Female,1989,849860,706720,1020008
THA,Female,1990,863053,712951,1044730
THA,Female,1991,870465,716535,1060658
THA,Female,1992,870836,722693,1054476
THA,Female,1993,865750,718681,1035202
THA,Female,1994,857842,719171,1009393
THA,Female,1995,850542,724782,992420
THA,Female,1996,845620,731732,978532
THA,Female,1997,789549,688438,906270
THA,Female,1998,742522,647597,847192
THA,Female,1999,703815,615992,802919
THA,Female,2000,671005,589208,763333
THA,Female,2001,650104,575116,729918
THA,Female,2002,629463,557156,704941
THA,Female,2003,613259,544145,687439
THA,Female,2004,604313,529382,682867
THA,Female,2005,597950,518293,680567
THA,Female,2006,593809,517024,681481
THA,Female,2007,592708,517716,680581
THA,Female,2008,602532,533184,684532
THA,Female,2009,614714,546949,692526
THA,Female,2010,627726,553940,706484
THA,Female,2011,642955,560043,734172
THA,Female,2012,663657,569270,774928
THA,Both,1980,7217641,6338089,8069322
THA,Both,1981,7444219,6590907,8364006
THA,Both,1982,7677453,6805485,8604238
THA,Both,1983,7919565,6966438,8890331
THA,Both,1984,8174321,7186146,9153672
THA,Both,1985,8445905,7436022,9418349
THA,Both,1986,8734347,7720500,9758819
THA,Both,1987,9037179,8023972,10075820
THA,Both,1988,9342881,8304933,10389540
THA,Both,1989,9615813,8601032,10662109
THA,Both,1990,9860394,8819440,10905969
THA,Both,1991,10076990,9092538,11078126
THA,Both,1992,10268617,9319095,11228888
THA,Both,1993,10443847,9587472,11329052
THA,Both,1994,10598647,9773155,11397048
THA,Both,1995,10755519,9982403,11448337
THA,Both,1996,10907236,10251281,11544864
THA,Both,1997,10826059,10205960,11433437
THA,Both,1998,10752212,10191475,11297113
THA,Both,1999,10677515,10150326,11229670
THA,Both,2000,10566834,10057619,11107764
THA,Both,2001,10446435,9942039,10971548
THA,Both,2002,10246600,9751824,10748496
THA,Both,2003,10061158,9581738,10555065
THA,Both,2004,9993371,9464477,10517330
THA,Both,2005,9967910,9427936,10516664
THA,Both,2006,9995370,9437530,10573300
THA,Both,2007,10060559,9512006,10647647
THA,Both,2008,10185335,9645783,10758863
THA,Both,2009,10320763,9777278,10872168
THA,Both,2010,10462808,9868016,11041814
THA,Both,2011,10593538,9961757,11239934
THA,Both,2012,10739255,10002550,11508311
TJK,Male,1980,364483,313978,419863
TJK,Male,1981,385635,332382,444144
TJK,Male,1982,408737,352409,467599
TJK,Male,1983,433883,374501,494378
TJK,Male,1984,460440,397683,521785
TJK,Male,1985,487871,420815,551184
TJK,Male,1986,516661,447029,580324
TJK,Male,1987,545029,472268,612726
TJK,Male,1988,574995,499487,647213
TJK,Male,1989,602249,523234,675115
TJK,Male,1990,625305,544481,701543
TJK,Male,1991,639783,559305,719218
TJK,Male,1992,634522,551104,716680
TJK,Male,1993,621526,535456,706965
TJK,Male,1994,600809,516583,688226
TJK,Male,1995,577681,495443,666803
TJK,Male,1996,554188,473402,643429
TJK,Male,1997,539551,461190,627486
TJK,Male,1998,528713,451993,615732
TJK,Male,1999,523149,442100,609502
TJK,Male,2000,524142,443915,612597
TJK,Male,2001,531528,452010,621934
TJK,Male,2002,544189,464058,633961
TJK,Male,2003,560676,476471,656510
TJK,Male,2004,579235,488686,678932
TJK,Male,2005,598933,504007,703246
TJK,Male,2006,618155,521711,729928
TJK,Male,2007,638686,535366,754431
TJK,Male,2008,659773,556317,779302
TJK,Male,2009,680738,576592,803125
TJK,Male,2010,701196,592166,824201
TJK,Male,2011,720716,605450,852406
TJK,Male,2012,739976,621066,872280
TJK,Female,1980,37070,26140,50916
TJK,Female,1981,39001,27579,54251
TJK,Female,1982,41116,29393,57590
TJK,Female,1983,43387,30795,60844
TJK,Female,1984,45748,32344,64523
